ID,Band_Name,Country,Band_Status,Band_Formation,Band_Genre,Band_Theme,Band_Active_Status
949,Knife in Christ,Sweden,Split-up,2002,Adult Alternative,N/A,2002-2006
950,Knocked Dawn,France,Active,2004,Alternative,N/A,2004-present
951,Know Fear,United States,Unknown,2000,Alternative,N/A,2000-?
952,Koala,France,Split-up,2002,Alternative,Violence| Hatred,2002-?
953,KogWar,Italy,Active,N/A,Rock,||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||,N/A
954,Koktopus,United States,Active,2006,Alternative,N/A,2006-present
955,Kolizion,France,Active,2003,Alternative,N/A,2003-present
956,Kolobos,France,Split-up,2005,Dance,N/A,2005-2007
957,Koloss,Germany,Active,2012,Alternative,Extinction| Death| Sick Minds,2012-present
958,Komatyzed,United Kingdom,Active,2006,Pop,N/A,2006-present
959,Kommissar,United States,Active,N/A,Rock,N/A,N/A
960,Konkhra,Denmark,Active,1990,Alternative,Sex| Hatred| Evil| Power| Introspection| Suffering| Anti-religion,1989-1990 (as Vicious Circle)| 1990-present
961,Kontro,Italy,Active,2002,Rock,N/A,2002-present
962,Koprom,Germany,Active,2002,Rock,N/A,2002-present
963,Koprotopsy,France,Active,2015,Alternative,Death| Occultism| Mankind,2015-present
964,Korades,Germany,Active,2005,Alternative,N/A,2005-present
965,Koreopsis,Switzerland,Active,2001,Rock,N/A,2001-present
966,Korgull,Mexico,Active,2006,Rock,Death| Murder| Torture,2006-present
967,Kormoss,Portugal,Active,1995,Pop,N/A,1995-present
968,Korobskura,France,Split-up,2003,Rock,N/A,2003-?
969,Koroidia,United States,Active,2013,Pop,N/A,2013-present
970,Korpus,Germany,On hold,2007,Rock,inner struggles| circle of life and death,2007-2014
971,Korrodead,United Kingdom,Split-up,1998,Rock,Serial/Psychological Killers,1998-2002
972,Kraal,France,Split-up,1993,Rock,N/A,1993-?
973,Kralizec,Canada,Split-up,1997,Pop,N/A,1997-?
974,Kranion,Portugal,Split-up,1992,Alternative,Death| Blood,1992-?
975,Kranium,United States,Split-up,1989,Rock,N/A,1989-?
976,Kranium Diabolikum,Portugal,Unknown,2008,Alternative,Death| Killing Sprees,2001-2008 (as Skull)| 2008-?
977,Krashing,Italy,Split-up,1987,Pop,Religion| Suffering| Occult Topics,1987-1993
978,Kraton,Luxembourg,Active,2011,Pop,Negative Aspects of Human Nature,2011-present
979,Kraznium,Czech Republic,Active,1993,Rock,N/A,1993-1996| 2014-present
980,Kreas,Italy,Split-up,2000,Rock,N/A,2000-2006| 2009
981,Kremation,Malaysia,Active,1992,Rock,Death & Afterlife of Sarawak,1992-present
982,Kremator,Czech Republic,Split-up,1990,Alternative,N/A,1990-?
983,Krematörr,Czech Republic,Changed name,1992,Rock,N/A,1992-1995| 1995-1996 (as Gutted)| 1996-present (as Legion)
984,Krenak,Brazil,Active,2004,Rock,Anti-religion| Destruction| Death,2004-present
985,Kreon,Germany,On hold,2003,Rock,N/A,2003-?
986,Krhomadeath,France,Split-up,1988,Pop,Horror| Death,1988-?
987,Kriegszittern,Germany,Active,2015,Rock,War| Death| Loss| Sacrifice,2015-present
988,Kriptya,Brazil,Active,2001,Alternative,N/A,2001-present
989,Krisiun,Brazil,Active,1990,Pop,Satanism| Darkness| Death| Murder| Apocalypse,1990-present
990,Kriticos,Canada,Split-up,2009,Dance,N/A,2009-2013
991,Kroll,Venezuela,Active,2003,Pop,Death| Gore,2003-present
992,Kromorth,Brazil,Active,1999,Pop,Satanism,1999-2014| 2015-present
993,Kronis,Indonesia,Active,2008,Pop,Greed| Dominion| Oppression| Frustration| Depression,2008-present
994,Kronotom,Germany,On hold,2002,Soundtrack,Death| Infinity| Philosophy,2002-2010
995,Krueger,Venezuela,Active,1990,Pop,Porn| Gore,1990-present
996,Krumulk,Chile,Active,2003,Pop,Anti-Christianity| Blasphemy| Death,2003-present
997,Kruor,Finland,Active,2005,Rock,N/A,2005-present
998,Kruschke,Germany,Split-up,1998,Pop,N/A,1998-2003
999,Kryocell,United Kingdom,Active,2013,Pop,N/A,2013-present
1000,Kryokill,United Kingdom,Active,2005,Pop,N/A,2005-present
1001,Kryophere,United Kingdom,Active,2008,Pop,N/A,2008-?| 2014-present
1002,Kryosphere,Canada,Split-up,2007,Pop,N/A,2007-2015
1003,Krypticy,Spain,Active,2013,Rock,Satanism| Terrorism| Slavery| Exhumation| Autopsy| Disease,2013-present
1004,Krypts,Finland,Active,2008,Alternative,Lovecraftian Horror| Spirituality| Ancientry,2008-present
1005,Kubur Masal,Indonesia,On hold,1999,Pop,Death| Murder| Gore,1999-2013
1006,Kujang Rampak,Indonesia,Active,2012,Rock,N/A,2012-present
1007,KukuBesi,Malaysia,Active,2010,Alternative,N/A,2010-present
1008,Kult Mogił,Poland,Active,2014,Alternative,Death,2014-present
1009,Kurmudgeon,United States,Active,N/A,Dance,N/A,N/A
1010,Kurnugia,United States,Active,2012,Alternative,Death| Sacrilege| Perdition| The Abyss,2012-present
1011,Kvikksølvguttene,Norway,Split-up,1996,Alternative,Violence| War| Humour,1983-1985 (as Kabel (and other names))| 1985-1989 (as Vomit)| 1987-1992 (as Børre og Bløderne)| 1996-1997
1012,Kyzer Soze,Australia,Active,2009,Alternative,N/A,2009-present
1013,Köttbullar,Sweden,Split-up,1987,Alternative,Meat| Meatballs,1987-?
1014,L'Estard,Germany,Active,2002,Alternative,N/A,2002-present
1015,L'estertor,Paraguay,Active,2006,Alternative,Agony| Eternity| Satan,2006-present
1016,L.I.G.O.,Russia,Unknown,2003,Alternative,N/A,2003-?
1017,L6B6T6MY,Argentina,Split-up,2000,Rock,Blasphemy| Anti-Christianity| Satanism,1992-? (as Matanza)| ?-? (as Lobotomy)| 2000-2006
1018,La Teoria del Kaos,Chile,Active,2007,Alternative,Cannibalism| society,2007-present
1019,Lacerated and Carbonized,Brazil,Active,2005,Alternative,Splatter (early)| Social issues| Urban conflict,2005-present
1020,Lacerated Defuncts,France,Split-up,N/A,Alternative,N/A,N/A
1021,Lacerated Gods,Germany,Split-up,1990,Dance,Satanism| Occult| Anti-Feminism,1990-?
1022,Lacerater,Italy,Changed name,2002,Alternative,Gore| Horror| Humour,2002-2004 (as Lacerated)| 2004-2013| 2013-present (as Across the Swarm)
1023,Laceration,United States,Split-up,1995,Alternative,War| Corruption| Violence,1995-?
1024,Laceration,United States,Changed name,1989,Alternative,N/A,1989-1992| 1992-present (as Novembers Doom)
1025,Laceration,United States,Split-up,N/A,Alternative,N/A,N/A
1026,Laceration,United States,Split-up,2002,Alternative,N/A,2002-?
1027,Laceration,United States,Split-up,1990,Alternative,N/A,1990-?
1028,Laceration Mantra,Australia,Active,2008,Alternative,N/A,2008-present
1029,Lacerator,United Kingdom,Split-up,1990,Rock,N/A,1990-?
1030,Lacerta,Australia,Active,2005,Alternative,Aliens,2005-present
1031,Lachrymator,United States,Split-up,1989,Alternative,N/A,1989-1995
1032,Laconist,Brazil,Active,2007,Rock,Blasphemy| Necronomicon| Anti-Christian,2007-present
1033,Lacrimal,Spain,Split-up,1995,Rock,N/A,1995-?
1034,Lady Carnage,Belgium,Active,N/A,Alternative,N/A,N/A
1035,Laethora,Sweden,Active,2005,Rock,N/A,2005-present
1036,Lago,United States,Active,2010,Rock,Isolation| Oppressive government,2010-present
1037,Laid to Waste,Canada,Split-up,2002,Alternative,N/A,2002-?
1038,Lamalora,Italy,Active,N/A,Rock,N/A,N/A
1039,Lamentation,Netherlands,Split-up,N/A,Rock,N/A,N/A
1040,Lamentation,Sweden,Split-up,2008,Rock,N/A,2008-2010
1041,Lamentations,France,Split-up,1992,Alternative,N/A,1992-2004
1042,Lamma Sabactani,Italy,Split-up,1995,Elektroniskt,Christianity,1995-?
1043,Lammashta,Brazil,Active,2001,Alternative,N/A,2001-present
1044,LaMorta,Netherlands,Active,2014,Alternative,N/A,2014-present
1045,Lampades,Australia,Active,2010,Alternative,Greek Mythology,2010-present
1046,Land of Corpses,Mexico,Split-up,2004,Alternative,Death| War| Hate| Anti-Religion,2004 (as Malkuth)| 2004-2005
1047,Land of Fear,Poland,Split-up,1996,Alternative,Paganism| Myths| Legends,1996-?
1048,Land of Lore,Italy,Split-up,1998,Alternative,N/A,1998-2002
1049,Land of Tears,Brazil,Active,2000,Alternative,N/A,2000-present
1050,Landmine Marathon,United States,Active,2004,Alternative,Death| Violence| Anti-religion,2004-present
1051,Laniena Mentis,Czech Republic,Split-up,1996,Alternative,Paradise| Pain| Battle| War,1996-2011
1052,Lapida,Argentina,Active,2003,Elektroniskt,N/A,2003-present
1053,Lapidation,Chile,Active,2012,Rock,Death| Suffering| Torture,2012-present
1054,Lappenzerrer,Germany,Unknown,1989,Alternative,N/A,1989-?
1055,Larrong,Malaysia,Active,1992,Alternative,Nusantara Borneo Mythology,1992-present
1056,Larva,Poland,Split-up,1998,Alternative,N/A,1998-? (as Larwa)| ?-2006
1057,Lasher Zombie,Belize,On hold,2006,Alternative,Death| Gore| Splatter| Zombies| Belizean pride| Mayan culture,2006-present
1058,Last Nail to Death,Germany,Active,2012,Rock,N/A,2012-2014| 2012-present
1059,Last Red Ember,United States,Split-up,2007,Alternative,N/A,2007-2011
1060,Last Sacrament,United States,Active,2006,Rock,Being| Depression| Evolution| Death,2006-present
1061,Last Twilight,Slovenia,Split-up,1997,Alternative,N/A,1997-?
1062,Last Vigil,Philippines,Active,N/A,Rock,N/A,N/A
1063,Lato Oscuro,Italy,Changed name,1997,Rock,N/A,1997-2002| 2002-present (as Warmblood)
1064,Laudanum,Switzerland,Active,2005,Alternative,Instrumental,2005-present
1065,Lavatory,Malaysia,Active,2010,Alternative,Death| Evil| Destruction,2010-present
1066,Lawless,United States,Split-up,2012,Rock,N/A,2012-2013
1067,Laxative,Germany,Split-up,2003,Rock,N/A,2003-?
1068,Lay Down Rotten,Germany,Split-up,1999,Rock,Hate| Death| Loss| Anger| Fear,1999-2015
1069,Lazy-Man's Load,Germany,Split-up,N/A,Rock,N/A,N/A
1070,Leaving Hope,Germany,Split-up,1997,Rock,N/A,1997-2009
1071,Lechoza,Colombia,Split-up,N/A,Alternative,Social Topics,N/A
1072,Lectern,Italy,Active,1999,Alternativ vuxen,Satan,1999-present
1073,Leeds Point,United States,Changed name,2002,Rock,N/A,2002-2006| 2006-present (as Screams from the Casket)
1074,Left Among the Living,Norway,Split-up,2001,Alternative,N/A,2001-?
1075,Left Cross,United States,Active,2014,Rock,N/A,2014-present
1076,Left Hand Path,Germany,Split-up,2009,Rock,Apocalyptic themes| Stillbirth,2009-2013
1077,Left in Ashes,United States,Split-up,2002,Rock,N/A,2002-?
1078,Left to Bleed,Finland,Unknown,2004,Rock,N/A,2004-?
1079,Left to Rot,United States,Active,2004,Rock,Gore| Violence,2004-present
1080,Legacy,Germany,Changed name,1994,Alternative,N/A,1994-2007| 2007-present (as Dead Eyed Sleeper)
1081,Legacy of Brutality,Spain,Active,2006,Dance,Violence| Zombies| Disgust,2006-present
1082,Legacy of Hate,Austria,Unknown,1997,Rock,Hate| Killing| Insanity,1997-?
1083,Legio Occulta,Sweden,Active,2011,Pop,N/A,2011-present
1084,Legion,Canada,Split-up,1993,Alternative,Satanism,1993-?
1085,Legion,Czech Republic,Active,1996,Alternative,Anti-Christian| Evil| Death,1992-1995 (as Krematörr)| 1995-1996 (as Gutted)| 1996-present
1086,Legion,Honduras,Active,2002,Pop,Wars| Epic Themes,? (as Skullthrasher)| 2002-present
1087,Legion,Italy,Changed name,1998,Rock,N/A,1998-2007| 2007-present (as Enough to Kill)
1088,Legion,Netherlands,Changed name,2002,Alternative,N/A,2002-2006| 2006-present (as Entity)
1089,Legion,Philippines,Active,2008,Pop,N/A,2008-present
1090,Legion,Poland,Split-up,1993,Alternative,Feelings| Dreams| Death,1993-?
1091,Legion,Turkey,Split-up,1991,Alternative,Satanism| Nihilism| War,1991-1997
1092,Legion,United Kingdom,Split-up,N/A,Alternative,N/A,N/A
1093,Legion of Doomed Lands,Slovakia,Split-up,2000,Alternative,Near-Death experiences,2000-2004 (as Legiond of Doomed Lands)
1094,Legion of Lunacy,United States,Active,1995,Alternative,N/A,1995-present
1095,Legion of Wolves,Ireland,Active,2009,Pop,N/A,2009-present
1096,Life Discussion,Hungary,Split-up,1986,Alternative,N/A,1986-1992
1097,Life in Shadow,United States,Unknown,2004,Alternative,Personal Struggles,2004-?
1098,Life Is Lost,United States,Active,1998,Alternative,N/A,1998-present
1099,Life's Ruin,United States,Split-up,1999,Alternative,N/A,1999-?
1100,Lifeblind,Sweden,Active,2015,Alternative,N/A,2015-present
1101,Lifeless,Germany,Active,2004,Alternative,Anti-religion| Damnation| Armageddon,2004-present
1102,Ligament,Sweden,Split-up,1992,Alternative,Death| Hell| Evil,1992-?
1103,Ligature Wound,Finland,Active,N/A,Alternative,N/A,N/A
1104,Light Denied,Serbia,Active,2011,Alternative,Misanthropy| Horror| Society| Psychology,2011-2013| 2014-present
1105,Lightlost,Czech Republic,Split-up,N/A,Alternative,N/A,N/A
1106,Lightning,Spain,Active,1990,Rock,Suffering| Misanthropy,1990-present
1107,Lik,Sweden,Active,2014,Alternative,Death| War| Murder,2014-present
1108,Like Thousand Suns,Germany,Split-up,2003,Alternative,N/A,2003-?
1109,Liklukt,Norway,Active,1994,Pop,Death| Sea| Submarines,1994-present
1110,Likorm,Norway,Split-up,1995,Soundtracks,N/A,1995-2004
1111,Lilith,Czech Republic,Active,N/A,Alternative,N/A,? (as Vesnická Sebranka)| ?
1112,Lilith,Germany,Active,2005,Alternative,N/A,2005-present
1113,Limbsplitter,United States,Active,2013,Alternative,Death| Gore| Violence,2011-2013 (as Bellicosity)| 2013-present
1114,Limited Mutanter,Ukraine,Active,1991,Rock,N/A,1991-present
1115,Limits of Nescient,Czech Republic,Split-up,1996,Alternative,N/A,1996-?
1116,Linceul Charnel,France,Split-up,1996,Rock,N/A,1996-?
1117,Line Anger,United States,Unknown,N/A,Alternative,N/A,N/A
1118,Lineage,United States,Split-up,2005,Dance,History| Religion,2005-?
1119,Liquid Flesh,France,On hold,2014,Alternative,Horror movies,2014-present
1120,Lisergia,Mexico,Active,2006,Rock,Evil| Drugs,2006-present
1121,Litham,Algeria,Split-up,1996,Alternative,Evil| Death| Demons,1996-2008
1122,Little Devil,Denmark,Split-up,N/A,Alternativ vuxen,N/A,N/A
1123,Lived Devil,Mexico,Active,2004,Alternative,Chaos| Murder| Blood,2004-2012| 2004-present
1124,Livhzuena,France,Active,2011,Rock,Astrophysics,2011-present
1125,Livilium,Indonesia,Active,2013,Alternative,Life| Doomsday,2013-present
1126,Living by Death,Canada,Split-up,2004,Alternative,Death| Violence| Murder,2004-?
1127,Living Decay,United States,Active,2007,Alternativ vuxen,Gore| Violence,2007-present
1128,Living Impaired,United States,Active,1992,Pop,Politics| Misery| Death,1992-?| 2013-present
1129,Living Pain,Spain,Split-up,1991,Alternative,Death| gore| mental issues,1991-1994
1130,Living with Disfigurement,United Kingdom,Active,N/A,Alternative,Gore| Disease| Perversion,N/A
1131,Lizzzzzard,Chile,Active,N/A,Alternativ vuxen,N/A,N/A
1132,Lo Bruto,Argentina,Active,N/A,Alternative,Gore,N/A
1133,Loathe Entirely,Germany,Split-up,2001,Alternative,N/A,2001-?
1134,Loathsome Ritual,United States,Split-up,2008,Alternativ vuxen,Death| Gore,2008-?
1135,Lobotomy,Argentina,Changed name,N/A,Alternative,Hate| Destruction| War| Society,1992-? (as Matanza)| ?-?| 2000-2006 (as L6B6T6MY)
1136,Lobotomy,Sweden,Split-up,1989,Soundtracks,Violence| Religion| Life's Struggles and Hardships,1988-1989 (as Rapture)| 1989-2000
1137,Loculus,United States,Active,2007,Alternative,Gore| Violence| Torture,2007-present
1138,Locura,Australia,Active,2004,Alternativ vuxen,N/A,2004-present
1139,Locus Mortis,United States,Active,2013,Alternative,N/A,2013-present
1140,Locust,Poland,Active,2005,Alternative,N/A,2005-present
1141,Locust Grove,United States,Split-up,2004,Rock,Death| Regret| Mistakes,2004-2007
1142,Logon,France,Unknown,2006,Alternative,N/A,2006-?
1143,Lollita Suffering,Indonesia,Active,2010,Alternative,N/A,2010-present
1144,Looks like Reign,United States,Unknown,2006,Alternative,N/A,2006-?
1145,Lord Ayphos,Brazil,Split-up,2003,Alternative,Death| Apocalyptic Wars| Anti-Christianity,2003-2006
1146,Lord Blasphemer,United States,Active,1988,Rock,Blasphemy| Occultism| Gore,1988-present
1147,Lord Necropsy,United States,Active,2010,Dance,Death| Necromancy| Mythology| HP Lovecraft,2010-present
1148,Lord of the Command,Australia,Unknown,N/A,Alternative,Insanity| Hallucinations| Paganism,N/A
1149,Lord Rot,United Kingdom,Active,2015,Alternative,N/A,2015-present
1150,Lordaeron,United Kingdom,Split-up,2005,Pop,Warcraft lore,2005-2011
1151,Lords of Doom,Germany,Active,1993,Rock,N/A,1993-present
1152,Lords of the Cemetery,France,Active,N/A,Rock,N/A,N/A
1153,Loss,Sweden,Unknown,2000,Rock,Violence| Madness| Feelings,2000-?
1154,Lost,Portugal,Changed name,1996,Alternative,N/A,1996-2003| 2003-present (as Posidom)
1155,Lost Another,Indonesia,Active,2006,Alternative,N/A,2006-present
1156,Lost Chapter,Switzerland,Active,1994,Alternative,N/A,1994-present
1157,Lost Patrol,Turkey,Split-up,N/A,Pop,N/A,N/A
1158,Lou Cyfer,Brazil,Split-up,1989,Rock,Occultism,1989-1994
1159,Loudness of Violence,Italy,Active,2014,Pop,N/A,2014-present
1160,Love like Waves Collapsing,United States,Split-up,2001,Rock,N/A,2001-2002
1161,Lowbrow,United States,Split-up,1998,Rock,Sex| Violence| Death,1998-?| 2008
1162,Lubricant,Finland,Active,1990,Dance,Death| Gore| Medical,1988-1990 (as O.V.D.)| 1990-1994| 2015-present
1163,Lucifer,Sweden,Split-up,1990,Rock,N/A,1990-?
1164,Lucifer,United States,Active,1998,Rock,Gore| Anti-Religion,1998-present
1165,Luciferase,Finland,On hold,2000,Alternative,Decay| Misery,2000-2006
1166,Lucifericon,Netherlands,Active,2009,Rock,Occultism,2009-present
1167,Luciferion,Sweden,Split-up,1993,Alternative,Evil| Satan (early) Rebellion| Individuality,1993-2003
1168,Lucifixion,United States,Unknown,1990,Alternative,Death| Murder| Gore,1990-?
1169,Luctiferu,Brazil,Split-up,2002,Pop,Occultism,2002-2009
1170,Lucturian,Colombia,Active,2001,Pop,Death| War| Violence| Humanity,2001-present
1171,Lugubrious,Spain,Split-up,1992,Pop,N/A,1992-1993
1172,Lumberjack,France,Active,2007,Pop,N/A,2007-present
1173,Lunacyst,Bahrain,Active,2009,Pop,Gore| Sex,2009-present
1174,Lunar Caustic,Denmark,Split-up,2000,Pop,N/A,2000-?
1175,Lunar Eclipse,Germany,Split-up,1996,Hiphop/Rap,Death| Devastation| War| Fiction,1996-2011
1176,Lunatic Asylum,Russia,Changed name,2001,Dance,Philosophy| Existence| War| Aggression,2001-2012| 2012-present (as Cryptic Ones)
1177,Lupara: The Widowmaker,Czech Republic,Active,2007,Dance,N/A,2007-present
1178,Luridness,Thailand,Split-up,N/A,Alternative,N/A,N/A
1179,Lurking Terror,Italy,Active,N/A,Dance,N/A,N/A
1180,Lust Mord,Poland,Split-up,1990,Pop,N/A,1990-?
1181,Lustfer,Brazil,Active,2001,Soundtracks,Satanism| Sex,2001-present
1182,Lustful,Brazil,On hold,1990,Pop,Violence| Death,1990-present
1183,Lustration,Denmark,Split-up,1994,Alternative,N/A,1994-?
1184,LvxLaxa,United States,Active,2008,Rock,Chaos Magic| Rituals,2008-present
1185,Lycanthropy,Brazil,Split-up,1999,Pop,Death| Supernatural| Bizarre,1999-?
1186,Lycanthropy,Poland,Split-up,1997,Pop,N/A,1997-?
1187,Lycanthropy,Russia,Split-up,2000,Pop,Hatred| Violence| Pain,2000-?
1188,Lycanthropy,Singapore,Split-up,N/A,Pop,N/A,N/A
1189,Lycanthropy,United States,Split-up,N/A,Pop,N/A,N/A
1190,Lysergic,United States,Split-up,1991,Rock,Gore| Violence| Death,1991-1994| 1997
1191,M.O.R. Death,Czech Republic,Split-up,1990,Pop,N/A,1990-?
1192,Maat,Germany,Active,2009,Alternative,Ancient Egyptian Mythology,2009-present
1193,Mabus,Germany,Active,1994,Pop,N/A,1994-present
1194,Mabuse,Norway,Active,2011,Motion och tr�ning,Black Magic| Zombies| Gore,2011-present
1195,Macabius,France,Split-up,2001,Alternative,N/A,2001-?
1196,Macabra,International,Active,2011,Dance,Nature| Insanity,2011-present
1197,Macabraa,Dominican Republic,Split-up,2013,Alternative,N/A,2013-2016
1198,Macabre Agony,Brazil,Split-up,1998,Alternative,N/A,1998-?
